ein,founding_year,ruling_date,name,city,state,zip,subsection,foundation_code,ntee_code,asset_amount,income_amount,revenue_amount,found_in_bmf
834579205,2022,202207,ELEMENTAL THEATRE COMPANY LLC,ARVADA,CO,80003-5644,03,16,A65,4228,96739,81871,Y
834582331,2019,201909,FRESH START CHURCHES,COLORADO SPGS,CO,80908-4519,03,15,X99,115211,162156,162156,Y
834590269,2019,201910,GRAND JUNCTION REGIONAL AIR SERVICE ALLIANCE,GRAND JCT,CO,81501-2448,06,00,S41,1959056,1167795,1167795,Y
834611152,2019,201905,MOUNTAIN VOICES PROJECT,CARBONDALE,CO,81623-7720,04,00,R20,266708,43991,43991,Y
834613504,2020,202004,URBAN ARTS MUSIC,DENVER,CO,80218-3641,03,16,A68,1845,105728,105728,Y
834627931,2019,201907,DREAMTANK,BOULDER,CO,80301-1799,03,15,B99,599,13436,12751,Y
834631555,2020,202002,ASANTEMANKUO OF DENVER METRO CO,DENVER,CO,80220-8213,03,15,P20,5900,33834,33834,Y
834635847,2019,201910,J & M HUGHES DITCH COMPANY,NORWOOD,CO,81423-0249,12,00,W80,0,0,0,Y
834651143,2019,201910,RESILIENCE1220 INC,EVERGREEN,CO,80437-2041,03,15,F30,435108,564349,558891,Y
834653044,2019,201911,PIKERIDE INC,COLORADO SPGS,CO,80903-3633,03,15,N30,333575,422227,422227,Y
834655374,2020,202008,COLORADO VOLUNTEER DOULAS,DENVER,CO,80212-2549,03,15,E99,0,0,0,Y
834658977,2019,201905,CUREGRIN FOUNDATION,PARKER,CO,80134-8829,03,15,T12,886582,538540,538540,Y
834670530,,,,,,,,,,,,,N
834677809,2019,201908,BERGEN SPAY AND NEUTER ALLIANCE,DENVER,CO,80206-0114,03,15,D99,320675,472314,393898,Y
834681107,2019,201910,HUMANITY STILL EXIST,AURORA,CO,80018-6154,03,15,A70,1356,2773,2773,Y
834690086,2019,201908,ABIGAIL FOUNDATION,COLORADO SPGS,CO,80921-7638,03,04,H30,15537,7000,,Y
834720112,2019,201906,NATIONAL INSTITUTE OF LIMBIC HEALTH,PAGOSA SPGS,CO,81147-4171,03,15,W99,0,0,0,Y
834720478,2020,202008,LC REAL ESTATE GROUP FOUNDATION,LOVELAND,CO,80537-5000,03,16,C60,14397,33668,33668,Y
836006488,,,,,,,,,,,,,N
836060963,1959,195910,PETROLEUM GEOLOGISTS,ARVADA,CO,80005-2254,06,00,,287174,200615,200615,Y
840000218,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO,DENVER,CO,80211-2802,08,00,,108796,24699,24699,Y
840001700,1934,193409,AGRICULTURAL DITCH & RESERVOIR COMPANY,LAKEWOOD,CO,80215-7088,12,00,,2452379,809561,809561,Y
840002485,1971,197109,ALAMOSA MASONIC TEMPLE ASSOCIATION,ALAMOSA,CO,81101-1395,02,00,,409136,68353,68353,Y
840003850,1991,199112,ALPHA PHI BUILDING ASSOCIATION OF COLORADO OF ALPHA PHI,DENVER,CO,80210-4207,07,00,L03,5522511,1501625,1416643,Y
840004975,1946,194610,AMERICAN LEGION AUXILIARY DEPARTMENT OF COLORADO,DENVER,CO,80230-6877,19,00,,393441,306325,306325,Y
840004990,1946,194603,AMERICAN LEGION,DENVER,CO,80230-6877,19,00,,3245682,805153,378391,Y
840005730,1944,194404,AMITY MUTUAL IRRIGATION COMPANY,HOLLY,CO,81047-0187,12,00,,2690450,1707005,1707005,Y
840005895,1940,194009,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SOUTHERN JURISDICTION,DENVER,CO,80203-2347,10,00,,3667889,614471,530440,Y
840005897,1940,194011,AL KALY SHRINERS,PUEBLO,CO,81002-0193,10,00,,608579,159045,113837,Y
840005898,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO,DURANGO,CO,81302-0046,08,00,,199452,18857,18695,Y
840005905,,,,,,,,,,,,,N
840005921,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO GRAND LODGE,COLORADO SPGS,CO,80904-1715,08,00,,2484085,549818,549818,Y
840005938,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO,GOLDEN,CO,80401-1068,08,00,,135949,176005,53584,Y
840005996,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO,TRINIDAD,CO,81082-2769,08,00,,0,0,0,Y
840005998,1941,194103,ANCIENT FREE & ACCEPTED MASONS OF COLORADO,DENVER,CO,80207-3820,08,00,,980413,67480,67480,Y
840115784,,,,,,,,,,,,,N
840146942,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,FLORENCE,CO,81226-0662,08,00,,111831,313696,197881,Y
840146948,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,ASPEN,CO,81611-1955,08,00,,6740658,2263776,1106284,Y
840146950,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,BOULDER,CO,80301-1603,08,00,,232651,417389,250366,Y
840146952,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,CRAIG,CO,81626-0758,08,00,,408835,76493,49238,Y
840146960,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,CANON CITY,CO,81215-0627,08,00,,176600,310180,228532,Y
840146970,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,DELTA,CO,81416-1817,08,00,,482583,345479,104835,Y
840146980,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,COLORADO SPGS,CO,80907-5331,08,00,,1319094,1951998,494601,Y
840146990,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,DENVER,CO,80211-5501,08,00,,,,,Y
840146995,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,FORT COLLINS,CO,80524-3518,08,00,,1750923,331292,132983,Y
840147000,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,GRAND JCT,CO,81501-2503,08,00,,185870,361618,341727,Y
840147005,1972,197210,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,IDAHO SPRINGS,CO,80452-0607,08,00,,511513,197077,100310,Y
840147010,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,LA JUNTA,CO,81050-1515,08,00,,220988,170208,86488,Y
840147020,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,LAMAR,CO,81052-0672,08,00,,624996,322042,79817,Y
840147030,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,LONGMONT,CO,80501-5406,08,00,,372080,333816,177480,Y
840147050,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,LOVELAND,CO,80537-9100,08,00,,2375900,205811,125087,Y
840147055,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,MONTROSE,CO,81401-4473,08,00,,355657,726308,301548,Y
840147060,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,PUEBLO,CO,81003-4136,08,00,,1122113,963401,354803,Y
840147062,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,SALIDA,CO,81201-0967,08,00,,218358,483059,249764,Y
840147065,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,STERLING,CO,80751-4235,08,00,,304333,359805,118256,Y
840147068,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,TELLURIDE,CO,81435-0986,08,00,,1282956,284231,168819,Y
840147070,1973,197301,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,TRINIDAD,CO,81082-0077,08,00,,116706,62470,48889,Y
840148340,1934,193407,BESSEMER IRRIGATING DITCH CO,PUEBLO,CO,81003-3138,12,00,,3791043,1242665,1241185,Y
840151225,1997,199701,BNAI BRITH INTERNATIONAL,DENVER,CO,80210-0000,03,15,,514798,121889,62027,Y
840154728,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,BRIGHTON,CO,80601-1626,08,00,,742455,407318,255359,Y
840155161,1954,195411,BROADMOOR IMPROVEMENT SOCIETY,COLORADO SPGS,CO,80937-8265,04,00,,169791,388028,379839,Y
840160388,1988,198811,CACTUS CLUB,DENVER,CO,80202-1323,07,00,,493509,374444,374444,Y
840161613,1937,193703,GREATER CANON CITY CHAMBER OF COMMERCE,CANON CITY,CO,81212-3755,06,00,,67296,310740,310740,Y
840161695,1989,198904,CANON HEIGHTS IRRIGATION & RESERVOIR CO,CANON CITY,CO,81212-9141,12,00,,3097012,107247,107247,Y
840164377,1940,194007,OPERATIVE PLASTERERS & CEMENT MASONS INTERNATIONAL ASSOCIATION,DENVER,CO,80212-7415,05,00,,652592,78698,78698,Y
840164415,1944,194409,CENTENNIAL IRRIGATING DITCH COMPANY,MONTE VISTA,CO,81144-0631,12,00,,317131,19700,19700,Y
840166560,1940,194012,CHI OMEGA FRATERNITY,BOULDER,CO,80302-7317,07,00,,43790,430346,430346,Y
840172357,1957,195707,COLORADO CHIROPRACTIC ASSOCIATION,DENVER,CO,80231-4929,06,00,,229330,537880,537880,Y
840172445,1992,199212,SCOTTISH RITE CATHEDRAL ASSOCIATION,DENVER,CO,80203-2347,02,00,,3446263,369314,369314,Y
840172520,2000,200002,COLORADO COOPERATIVE CO,NUCLA,CO,81424-0231,12,00,,893841,137102,137102,Y
840173705,1936,193605,COLORADO PETROLEUM MARKETERS ASSOCIATION,DENVER,CO,80203-1821,06,00,,138061,407695,407695,Y
840174305,2023,202305,COLORADO SPRINGS MASONIC BUILDING,COLORADO SPGS,CO,80904-1715,02,00,S47,967433,147799,53007,Y
840174415,1946,194603,COLORADO STATE GRANGE PATRONS OF HUSBANDRY,HESPERUS,CO,81326-9311,08,00,,1554856,76909,76909,Y
840174480,1944,194410,COLORADO CATTLEMENS ASSOCIATION,DENVER,CO,80239-2402,06,00,,3544778,1342866,1342866,Y
840175755,1980,198005,COMMONWEALTH IRRIGATION COMPANY,ALAMOSA,CO,81101-0993,12,00,,252468,295523,295211,Y
840176965,1992,199202,CONSOLIDATED EXTENSION CANAL CO,DENVER,CO,80202-1402,12,00,,459909,28264,28264,Y
840176982,1945,194504,CONSOLIDATED HOME SUPPLY DITCH & RESERVOIR COMPANY,BERTHOUD,CO,80513-1548,12,00,,,,,Y
840178135,1940,194003,COOKING CLUB,COLORADO SPGS,CO,80906-4201,07,00,,254081,78565,78565,Y
840186443,,,,,,,,,,,,,N
840186790,1934,193405,DENVER CLUB,DENVER,CO,80202-4158,07,00,,260446,195415,188859,Y
840186850,,,,,,,,,,,,,N
840187380,1940,194012,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,DENVER,CO,80203-2307,04,00,,121682,81903,81903,Y
840187461,1940,194006,COMMUNICATION WORKERS OF AMERICA,LITTLETON,CO,80123-6550,05,00,,217186,26228,26228,Y
840187630,1940,194009,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,LAKEWOOD,CO,80215-3997,05,00,,1639858,337465,337465,Y
840188208,,,,,,,,,,,,,N
840188523,2017,201701,DENVER TURNVEREIN INC,DENVER,CO,80218-1419,03,15,A80,477039,404685,404685,Y
840190122,1956,195609,DIVIDE CANAL & RESERVOIR COMPANY,EATON,CO,80615-3420,12,00,,3636387,255814,247014,Y
840192881,1974,197403,DURANGO AREA CHAMBER RESORT ASSOCIATION,DURANGO,CO,81302-2587,06,00,,904324,492052,479277,Y
840195790,1966,196612,ELECTRA SPORTING CLUB,DURANGO,CO,81302-0086,07,00,,3398548,479863,479863,Y
840196006,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,ROCKY FORD,CO,81067-1242,08,00,,95123,153430,94598,Y
840196340,1940,194011,EL JEBEL SHRINERS,DENVER,CO,80231-5563,10,00,,6198181,603438,68688,Y
840196470,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,DURANGO,CO,81301-5110,08,00,,1542331,489053,323447,Y
840197010,1940,194003,EL PASO CLUB,COLORADO SPGS,CO,80903-1221,07,00,,2021494,1416749,600482,Y
840197515,,,,,,,,,,,,,N
840199777,1945,194510,EXTENSION IRRIGATION COMPANY,JOHNSTOWN,CO,80534-0186,12,00,,310484,131645,131645,Y
840200720,1988,198808,THE FARMERS HIGH LINE CANAL AND RESERVOIR COMPANY,WESTMINSTER,CO,80021-4548,12,00,,1931920,865213,865213,Y
840200745,1945,194508,FARMERS INDEPENDENT DITCH COMPANY,GREELEY,CO,80632-1371,12,00,,,,,Y
840201050,1948,194803,FARMERS WATER DEVELOPMENT COMPANY,NORWOOD,CO,81423-0010,12,00,,1318286,231626,231626,Y
840201983,1942,194209,FORT COLLINS CHAMBER OF COMMERCE,FORT COLLINS,CO,80521-2603,06,00,,2632084,2007733,1955423,Y
840202249,1941,194101,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE,COLORADO SPGS,CO,80906-4141,05,00,,6443859,1816236,1770235,Y
840202551,1927,192707,FIRE MOUNTAIN CANAL AND RESERVOIR COMPANY,HOTCHKISS,CO,81419-0543,12,00,,5140489,390314,390314,Y
840202877,1935,193502,GODDING DITCH CO,LONGMONT,CO,80502-0119,12,00,,184794,67855,67855,Y
840203690,,,,,,,,,,,,,N
840203704,,,,,,,,,,,,,N
840204317,,,,,,,,,,,,,N
840204318,,,,,,,,,,,,,N
840204319,,,,,,,,,,,,,N
840204321,1952,195208,FLORIDA CONSOLIDATED DITCH CO,DURANGO,CO,81301-6581,12,00,,702244,1178673,1178673,Y
840204510,1987,198703,SWAYBACK RANCH FISHING CLUB,LAKEWOOD,CO,80226-7522,07,00,,56245,74287,74287,Y
840204950,1943,194308,FORT BENT DITCH COMPANY,LAMAR,CO,81052-0485,12,00,,388685,140623,140623,Y
840205286,1976,197610,FORT MORGAN CHAMBER OF COMMERCE INC,FORT MORGAN,CO,80701-2109,06,00,S41,84522,92762,92762,Y
840205335,1972,197210,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,FORT MORGAN,CO,80701-2120,08,00,,567477,243277,73757,Y
840205370,1986,198601,FORT MORGAN RESERVIOR AND IRRIGATION COMPANY,FORT MORGAN,CO,80701-0038,12,00,,5113483,561473,561473,Y
840205921,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF THE ELKS OF THE USA,OURAY,CO,81427-0647,08,00,,274946,205242,107713,Y
840206909,1991,199108,FRATERNAL ORDER OF EAGLES,ASPEN,CO,81611-1552,08,00,,1324082,461796,461796,Y
840207921,1936,193609,FRUITLAND IRRIGATION CO,HOTCHKISS,CO,81419-0846,12,00,,675874,121452,121452,Y
840207922,,,,,,,,,,,,,N
840207950,1996,199603,FULTON IRRIGATING DITCH COMPANY,BRIGHTON,CO,80601-2029,12,00,,2162178,494071,494071,Y
840212608,1984,198411,THOMPSON GLEN DITCH COMPANY,GLENWOOD SPGS,CO,81602-2794,12,00,,160214,83059,83059,Y
840213420,1934,193409,GOLDEN CANAL AND RESERVOIR COMPANY,LAKEWOOD,CO,80226-0000,12,00,,651355,71085,71085,Y
840215575,1942,194207,GRAND JUNCTION AREA CHAMBER OF COMMERCE,GRAND JCT,CO,81501-2448,06,00,,1818258,1229707,1229707,Y
840215605,1940,194012,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,GRAND JCT,CO,81502-1948,04,00,,214833,311291,221364,Y
840215620,1965,196506,GRAND JUNCTION MASONIC TEMPLE ASSOCIATION,GRAND JCT,CO,81502-0366,02,00,,0,0,0,Y
840215625,1940,194009,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,GRAND JCT,CO,81502-3000,10,00,,0,0,0,Y
840215686,1940,194007,INDEPENDENT ORDER OF ODD FELLOWS,CANON CITY,CO,81212-4625,08,00,,9269656,1596638,1580150,Y
840216900,1942,194208,GREELEY WELD CHAMBER OF COMMERCE INCORPORATED,GREELEY,CO,80631-4106,06,00,,1139283,743110,592472,Y
840216933,1946,194602,GREELEY COUNTRY CLUB,GREELEY,CO,80634-2013,07,00,,4368894,5479357,4102523,Y
840217060,,,,,,,,,,,,,N
840217080,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,GREELEY,CO,80631-8530,08,00,,271082,100913,81141,Y
840217390,,,,,,,,,,,,,N
840226620,1984,198406,HIGH LINE CANAL COMPANY,ROCKY FORD,CO,81067-1256,12,00,,1397716,932838,913299,Y
840226708,1934,193409,HIGHLAND LAKE RESERVOIR COMPANY,WESTMINSTER,CO,80031-4061,12,00,,932131,674004,598967,Y
840226715,1925,192506,HIGHLANDS MASONIC TEMPLE ASSOCIATION,AURORA,CO,80018-1588,10,00,,835781,170976,170976,Y
840227315,1945,194510,HILLSBOROUGH EXTENSION DITCH COMPANY,JOHNSTOWN,CO,80534-0186,12,00,,0,0,0,Y
840229197,,,,,,,,,,,,,N
840234571,,,,,,,,,,,,,N
840234612,1962,196205,INDEPENDENT ORDER OF ODD FELLOWS,DELTA,CO,81416-0184,08,00,,280966,236000,66869,Y
840234615,1962,196205,INDEPENDENT ORDER OF ODD FELLOWS,LONGMONT,CO,80501-5535,08,00,,736705,181135,181135,Y
840235299,1940,194012,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,COMMERCE CITY,CO,80022-4008,05,00,,385203,172039,172039,Y
840235304,1967,196704,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,PUEBLO,CO,81005-3170,05,00,,184769,340012,340012,Y
840235309,1967,196704,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,PUEBLO,CO,81005-3170,05,00,,6708012,8458729,1897813,Y
840235478,2015,201512,LOCAL UNION NO 1 OF DENVER COLORADO OF THE INTERNATIONAL UNION OF,BROOMFIELD,CO,80020-1621,05,00,J40,285343,660991,660991,Y
840235799,1946,194603,BRIDGE STRUCTURAL & ORNAMENTAL IRON WORKERS 24 IRON WORKERS,DENVER,CO,80223-1120,05,00,,4124076,1955956,1955956,Y
840236405,1978,197812,JACKSON DITCH COMPANY,FORT COLLINS,CO,80522-2017,12,00,,433320,91368,91368,Y
840236480,1986,198601,JACKSON LAKE RESERVIOR AND IRRIGATION COMPANY,FORT MORGAN,CO,80701-0038,12,00,,3886243,1015224,1015224,Y
840246970,1942,194207,LA JUNTA CHAMBER OF COMMERCE INC,LA JUNTA,CO,81050-1523,06,00,,68477,83724,58968,Y
840247515,1945,194502,LAMAR CHAMBER OF COMMERCE,LAMAR,CO,81052-2875,06,00,,103797,114206,53216,Y
840248268,1971,197110,LARIAT IRRIGATION COMPANY,MONTE VISTA,CO,81144-1280,12,00,,124123,57158,57158,Y
840248292,1990,199007,LARIMER COUNTY CANAL NO 2 IRRIGATING CO,SEVERANCE,CO,80550-6235,12,00,,559186,259774,259774,Y
840248730,1992,199202,THE LAS ANIMAS CONSOLIDATED CANAL COMPANY,DENVER,CO,80202-1402,12,00,,1066257,64829,64829,Y
840251260,1946,194603,AMERICAN LEGION,DENVER,CO,80222-6905,19,00,,112942,295037,295037,Y
840252894,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,LITTLETON,CO,80120-1934,08,00,,1164084,1253781,553949,Y
840253840,2023,202307,LONGMONT CEMETERY ASSOCIATION,LONGMONT,CO,80501-4345,13,00,Y50,6340905,467774,467774,Y
840253845,1955,195503,CHAMBER OF COMMERCE,LONGMONT,CO,80501-5587,06,00,,1094950,873881,873881,Y
840253985,1934,193407,LONGMONT SUPPLY DITCH COMPANY,LONGMONT,CO,80502-0119,12,00,,90963,58194,58194,Y
840254565,1974,197408,LOVELAND CHAMBER OF COMMERCE INC,LOVELAND,CO,80538-6151,06,00,,7485,990762,890451,Y
840254950,1962,196212,LOWER PLATTE & BEAVER CANAL CO,HILLROSE,CO,80733-0190,12,00,,6644070,335247,335247,Y
840260062,1941,194103,TRINIDAD LODGE 28 CEMETERY BOARD OF TRUSTEES,TRINIDAD,CO,81082-0231,08,00,,1166815,256422,127103,Y
840260067,,,,,,,,,,,,,N
840260090,1971,197105,MASONIC TEMPLE ASSN OF DENVER,DENVER,CO,80202-4221,02,00,,1998103,492135,294667,Y
840260776,,,,,,,,,,,,,N
840269370,1934,193403,MODERN WOODMEN OF AMERICA BUILDING ASSOCIATION COLORADO SPRINGS,COLORADO SPGS,CO,80915-2417,02,00,,560124,42833,-16429,Y
840270037,1977,197706,MONTE VISTA CHAMBER OF COMMERCE,MONTE VISTA,CO,81144-1405,06,00,,233684,270637,204313,Y
840270120,1932,193205,MONTE VISTA WATER USERS ASSOCIATION,MONTE VISTA,CO,81144-0288,12,00,,1063609,271233,271233,Y
840270445,,,,,,,,,,,,,N
840271615,2013,201305,MORGAN-PREWITT RESERVOIR COMPANY,FORT MORGAN,CO,80701-0039,12,00,Y11,385851,92971,92971,Y
840272145,1974,197404,MORRISON CONSOLIDATED DITCH CO,IGNACIO,CO,81137-9701,12,00,,70961,230844,230844,Y
840272920,1936,193601,MOUNT MASSIVE LAKES INC,LEADVILLE,CO,80461-1981,07,00,,987997,489517,489517,Y
840272945,1955,195502,COLORADO SUGARBEET GROWERS ASSOCIATION,STERLING,CO,80751-0764,05,00,,374877,132240,132240,Y
840279496,1990,199007,NEW MERCER DITCH COMPANY,SEVERANCE,CO,80550-6235,12,00,,568685,301799,301799,Y
840281630,,,,,,,,,,,,,N
840284479,1941,194101,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE,GRAND JCT,CO,81504-6294,05,00,,1012777,958975,958975,Y
840284775,1941,194105,ORDER OF THE EASTERN STAR OF COLORADO GRAND CHAPTER,DENVER,CO,80231-6068,08,00,,980373,413179,413179,Y
840286190,1944,194410,OWL CREEK SUPPLY & IRRIGATION CO,EATON,CO,80615-3420,12,00,,515585,255076,255076,Y
840287945,1972,197205,PARK HILL MASONIC BUILDING ASSOC,DENVER,CO,80207-3820,02,00,,139493,65027,65027,Y
840288733,1970,197010,PEARL LAKES TROUT CLUB INC,ALAMOSA,CO,81101-0809,07,00,,702955,343742,343742,Y
840291105,1943,194307,KAPPA DELTA SORORITY,FORT COLLINS,CO,80521-2803,07,00,,249144,187169,186131,Y
840291850,,,,,,,,,,,,,N
840292375,1940,194009,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,COLORADO SPGS,CO,80909-1432,05,00,,56849,60278,60278,Y
840292409,2020,202002,PIKES PEAK REGION LODGE NO 473 IBPOEW,COLORADO SPGS,CO,80970-6692,08,00,Y40,692966,36159,36159,Y
840292515,1934,193404,PINE RIVER CANAL COMPANY,ARBOLES,CO,81121-1728,12,00,,698833,236864,236864,Y
840293575,1978,197805,PLEASANT VALLEY & LAKE CANAL COMPANY,SEVERANCE,CO,80550-6235,12,00,,146012,285344,285344,Y
840297514,1956,195605,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,PUEBLO,CO,81002-0002,05,00,,26712,31752,31752,Y
840297556,1946,194603,AMERICAN LEGION,PUEBLO,CO,81003-2204,19,00,,444287,358046,182330,Y
840300482,1934,193411,RED BUTTE CEMETERY ASSOCIATION,ASPEN,CO,81612-0194,13,00,,1739442,208177,208177,Y
840302030,1937,193701,CATLIN CANAL COMPANY,ROCKY FORD,CO,81067-0352,12,00,,717388,679316,679316,Y
840303970,1930,193005,RIO GRANDE CANAL WATER USERS ASSOCIATION,MONTE VISTA,CO,81144-0288,12,00,,3715946,1091843,1091843,Y
840305800,1974,197410,ROCKY FORD DITCH COMPANY,ROCKY FORD,CO,81067-0752,12,00,,688455,261589,261589,Y
840306025,1937,193702,ALLTRICITY NETWORK,ENGLEWOOD,CO,80112-6012,06,00,,1602801,1621314,1621314,Y
840306193,1940,194007,KIWANIS INTERNATIONAL INC,LAKEWOOD,CO,80226-4230,04,00,,232075,135971,135971,Y
840307375,1942,194210,ROSELAWN CEMETERY ASSN,PUEBLO,CO,81006-1614,13,00,,4096586,2628674,2058757,Y
840307710,1934,193409,ROTARY INTERNATIONAL,DENVER,CO,80250-2706,04,00,,161993,183972,183972,Y
840307713,1958,195805,ROTARY INTERNATIONAL,PUEBLO,CO,81002-0053,04,00,,82271,77600,71697,Y
840312015,1982,198204,CHAMBER OF COMMERCE HEART OF THE ROCKIES,SALIDA,CO,81201-2236,06,00,,86907,272329,174003,Y
840317150,1941,194104,SEVEN LAKES RESERVOIR CO,GREELEY,CO,80634-4699,12,00,,2049017,199963,199963,Y
840319420,2020,202009,COLORADO ALPHA CHAPTER OF SIGMA PHI EPSILON FRATERNITY,LONGMONT,CO,80503-9223,07,00,,0,0,0,Y
840319875,1985,198503,SILVER LAKES TROUT CLUB,WOODLAND PARK,CO,80863-9410,07,00,,311549,108208,108208,Y
840321157,1972,197210,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,GUNNISON,CO,81230-2332,08,00,,2150528,397363,148753,Y
840321495,1945,194507,SLADE IRRIGATION COMPANY,HESPERUS,CO,81326-9767,12,00,,0,0,0,Y
840328645,1971,197103,LOGAN COUNTY CHAMBER OF COMMERCE,STERLING,CO,80751-4337,06,00,,66935,124010,124010,Y
840328755,1946,194610,STERLING IRRIGATION COMPANY,STERLING,CO,80751-0000,12,00,,643228,317731,317731,Y
840329150,1936,193603,STEWART DITCH & RESERVOIR COMPANY,PAONIA,CO,81428-0386,12,00,,5972437,106894,106894,Y
840332305,2013,201301,SOCIEDAD PROTECCION MUTA DE,ANTONITO,CO,81120-0027,10,00,Y42,363000,58951,58951,Y
840333685,1940,194011,GAMMA PHI BETA SORORITY INC,FORT COLLINS,CO,80521-3556,07,00,,1210709,717349,717349,Y
840336427,1972,197210,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,CRIPPLE CREEK,CO,80813-0316,08,00,,219223,149270,131339,Y
840338590,1959,195901,TRINCHERA IRRIGATION COMPANY,BLANCA,CO,81123-0041,12,00,,5700046,437749,437749,Y
840338815,,,,,,,,,,,,,N
840339415,1939,193905,TUNNEL WATER COMPANY,FORT COLLINS,CO,80522-2017,12,00,,29073213,1522574,1522574,Y
840339764,1940,194011,INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS AND ALLIED WORKER,ARVADA,CO,80004-3450,05,00,,475126,104715,104715,Y
840339796,1968,196802,UNITED STEELWORKERS,PUEBLO,CO,81004-3415,05,00,,681909,306522,306522,Y
840339908,1951,195110,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,LEADVILLE,CO,80461-0856,08,00,,807664,320644,128222,Y
840340425,1948,194804,UNION DITCH AND WATER CO,FLORENCE,CO,81226-0071,12,00,,401175,59400,59400,Y
840341700,,,,,,,,,,,,,N
840346745,,,,,,,,,,,,,N
840347425,1965,196506,WARD CANAL COMPANY,LAKEWOOD,CO,80215-1504,12,00,,550772,143183,143183,Y
840350690,1972,197212,WESTERN MUTUAL DITCH COMPANY,LA SALLE,CO,80645-0282,12,00,,688149,393171,393171,Y
840353415,1945,194504,WHITNEY IRRIGATION CO,GREELEY,CO,80631-9302,12,00,,534500,249858,249858,Y
840353643,1964,196406,WIGWAM CLUB,DENVER,CO,80220-5948,07,00,,1870942,834980,778546,Y
840360331,1954,195407,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS IRON SHIP BUILDERS,DENVER,CO,80207-1030,05,00,,872321,476206,476206,Y
840360493,1965,196502,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF COLORADO,LAKEWOOD,CO,80214-6102,19,00,,1476374,490594,490594,Y
840360563,,,,,,,,,,,,,N
